,,,,,Games,Games,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Rush,Pass Rush,Pass Rush,Pass Rush,Pass Rush,Tackles,Tackles,Tackles
Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
848,Anthony Nelson\NelsAn01,TAM,22,,9,1,0,1,1,100.0%,6,6.0,6.0,0,91.7,5.0,5,1,11,0,0,0.0,0,8,1,11.1%
849,Kyle Peko\PekoKy00,2TM,26,,6,0,0,0,0,,0,,,0,,,0,0,0,1,0,0.0,1,5,0,0.0%
850,Harrison Phillips\PhilHa00,BUF,23,,3,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.5,1,3,0,0.0%
851,Caraun Reid\ReidCa00,ARI,28,,3,3,0,0,0,,0,,,0,,,0,0,0,2,0,0.0,2,4,1,20.0%
852,Tuzar Skipper\SkipTu00,NYG,24,,6,0,0,0,0,,0,,,0,,,0,0,2,0,0,0.5,1,3,0,0.0%
853,Noah Spence\SpenNo00,WAS,25,,7,0,0,0,0,,0,,,0,,,0,0,0,0,1,1.0,2,3,0,0.0%
854,Stephone Anthony\AnthSt00,NOR,27,,12,1,0,1,0,0.0%,0,,0.0,0,39.6,-2.0,0,0,1,0,0,0.0,0,1,0,0.0%
855,James Crawford\CrawJa01,MIA,25,,3,0,0,0,0,,0,,,0,,,0,0,3,0,0,0.0,0,1,0,0.0%
856,Noah Fant\FantNo00,DEN,22,TE,16,11,0,1,0,0.0%,0,,0.0,0,39.6,11.0,0,0,0,0,0,0.0,0,0,0,
857,Bruce Hector\HectBr00,PHI,25,,3,1,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,0,0,
858,Albert Huggins\HuggAl01,PHI,22,,4,0,0,0,0,,0,,,0,,,0,0,0,1,1,0.0,2,3,0,0.0%
859,Joey Ivie\IvieJo00,2TM,24,,8,0,0,0,0,,0,,,0,,,0,0,0,1,1,0.0,2,2,0,0.0%
860,Stacy McGee\McGeSt01,CAR,29,,4,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.5,1,2,0,0.0%
861,T.Y. McGill\McGiT.00,LAC,27,,3,0,0,1,1,100.0%,5,5.0,5.0,0,87.5,-4.0,-4,9,0,0,0,0.0,0,2,0,0.0%
862,Bryan Mone\MoneBr00,SEA,24,,4,0,0,0,0,,0,,,0,,,0,0,0,1,0,0.0,1,4,0,0.0%
863,D.J. Moore\MoorD.00,CAR,22,WR,15,15,0,1,0,0.0%,0,,0.0,0,39.6,9.0,0,0,0,0,0,0.0,0,0,0,
864,Carroll Phillips\PhilCa00,WAS,27,,1,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,0,1,100.0%
865,Anthony Pittman\PittAn01,DET,23,,1,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,1,0,0.0%
866,Michael Schofield\SchoMi00,LAC,29,G/RG,16,16,0,0,0,,0,,,0,,,0,0,0,1,0,0.0,1,0,0,
867,Deadrin Senat\SenaDe00,ATL,25,,2,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,0,0,
868,Chris Smith\SmitCh03,CLE,27,,9,0,0,1,1,100.0%,6,6.0,6.0,0,91.7,-3.0,-3,9,0,0,1,0.0,1,1,0,0.0%
869,Gerald Willis\WillGe02,MIA,24,,2,0,0,0,0,,0,,,0,,,0,0,0,1,0,0.0,1,2,0,0.0%
